1,1,1,563.0,370.0
1,1,1,468.0,255.0
1,1,1,342.0,209.0
2,1,1,367.0,240.0
2,1,1,312.0,170.0
2,1,1,559.0,342.0
3,1,1,12743.0,7870.0
3,1,1,8862.0,3626.0
3,1,1,3742.0,1381.0
4,1,1,1618.0,1010.0
4,1,1,1335.0,358.0
4,1,1,1210.0,787.0
5,1,1,1539.0,1000.0
5,1,1,488.0,266.0
5,1,1,953.0,445.0
6,1,1,6.0,0.1
6,1,1,31.0,17.0
6,1,1,50.0,31.0
7,1,1,2763.0,900.0
7,1,1,2414.0,443.0
7,1,1,3719.0,773.0
8,1,1,1855.0,1210.0
8,1,1,1160.0,633.0
8,1,1,1420.0,869.0
9,1,1,5917.0,5910.0
9,1,1,3602.0,2225.0
9,1,1,1286.0,994.0
10,1,1,2218.0,1210.0
10,1,1,1308.0,656.0
10,1,1,1755.0,1441.0
11,1,1,1390.0,1450.0
11,1,1,1456.0,679.0
11,1,1,1547.0,455.0
12,1,1,1.0,1.0
13,1,1,5110.0,3910.0
13,1,1,3391.0,1965.0
13,1,1,752.0,801.0
14,1,1,302.0,200.0
14,1,1,181.0,99.0
14,1,1,267.0,163.0
15,1,1,68.0,40.0
15,1,1,21.0,11.0
15,1,1,124.0,76.0
16,1,1,2949.0,1740.0
16,1,1,2619.0,3842.0
16,1,1,2146.0,3006.0
17,1,1,747.0,490.0
17,1,1,686.0,374.0
17,1,1,1263.0,773.0
18,1,1,43.0,30.0
18,1,1,28.0,15.0
18,1,1,26.0,16.0
19,1,1,78.0,50.0
19,1,1,73.0,40.0
19,1,1,48.0,29.0
20,1,1,1942.0,800.0
20,1,1,951.0,248.0
20,1,1,1742.0,353.0
21,1,1,72.0,50.0
21,1,1,38.0,21.0
21,1,1,34.0,21.0
22,1,1,4373.0,2380.0
22,1,1,2386.0,1033.0
22,1,1,4113.0,3137.0
23,1,1,15456.0,9590.0
23,1,1,11119.0,6438.0
23,1,1,15268.0,9814.0
24,1,1,478.0,310.0
24,1,1,374.0,204.0
24,1,1,2047.0,1252.0
25,1,1,1016.0,660.0
25,1,1,824.0,449.0
25,1,1,500.0,306.0
1,2,1,236.0,450.0
1,2,1,624.0,684.0
1,2,1,500.0,575.0
2,2,1,4083.0,10050.0
2,2,1,2705.0,4825.0
2,2,1,4748.0,7082.0
3,2,1,3385.0,5100.0
3,2,1,3281.0,3797.0
3,2,1,965.0,1116.0
4,2,1,5043.0,6040.0
4,2,1,5062.0,5137.0
4,2,1,4614.0,5614.0
5,2,1,677.0,740.0
5,2,1,1583.0,1350.0
5,2,1,1566.0,1703.0
6,2,1,47.0,110.0
6,2,1,26.0,48.0
6,2,1,222.0,294.0
7,2,1,7280.0,3060.0
7,2,1,6228.0,1550.0
7,2,1,5264.0,1563.0
8,2,1,2031.0,2590.0
8,2,1,2986.0,4390.0
8,2,1,3338.0,3757.0
26,2,1,3.0,1.0
9,2,1,350.0,490.0
9,2,1,434.0,448.0
9,2,1,1024.0,1113.0
10,2,1,2904.0,3070.0
10,2,1,2699.0,2149.0
10,2,1,2234.0,2442.0
11,2,1,30.0,40.0
11,2,1,7.0,6.0
11,2,1,39.0,44.0
12,2,1,587.0,620.0
12,2,1,457.0,352.0
12,2,1,1002.0,1094.0
13,2,1,3264.0,6380.0
13,2,1,2679.0,2849.0
13,2,1,4425.0,5058.0
14,2,1,26.0,50.0
14,2,1,3.0,2.0
14,2,1,34.0,44.0
15,2,1,9.0,20.0
15,2,1,4.0,7.0
15,2,1,79.0,104.0
27,2,1,2.0,2.0
16,2,1,4099.0,5930.0
16,2,1,4860.0,4137.0
16,2,1,6846.0,3028.0
